,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f
2547,[0.08471237 0.06590032 0.04983102 0.03748203 0.0315808  0.02659423],[0.04573555 0.0391626  0.03513548 0.02885145 0.02426926 0.02025583],[0.00362584 0.00365583 0.00287348 0.00267836 0.00243862 0.00233167],[0.03535098 0.0230819  0.01182205 0.00595222 0.00487292 0.00400673]
2548,[0.06497489 0.05406107 0.0422237  0.03923672 0.02989793 0.02285056],[0.03814502 0.0309899  0.02832241 0.02258853 0.02043721 0.01662822],[0.00372962 0.00360098 0.00319662 0.00297886 0.00263926 0.00249824],[0.02310026 0.01947019 0.01070467 0.01366933 0.00682146 0.0037241 ]
2549,[0.05483537 0.05771446 0.03682117 0.02900435 0.02443079 0.02090708],[0.0370194  0.02986836 0.02420809 0.02114808 0.01756443 0.01476774],[0.00346023 0.003076   0.00313861 0.00303731 0.00271065 0.00249652],[0.01435574 0.0247701  0.00947447 0.00481895 0.0041557  0.00364282]
2550,[0.07957591 0.05948371 0.04271869 0.03614095 0.03302673 0.04218935],[0.04097632 0.0339983  0.02801548 0.02332233 0.01951999 0.01674931],[0.00376153 0.00434225 0.00387576 0.00356359 0.0032998  0.0031985 ],[0.03483806 0.02114317 0.01082746 0.00925502 0.01020695 0.02224154]
2551,[0.05973483 0.04567474 0.03664244 0.02950263 0.02459582 0.02109873],[0.04584582 0.03550131 0.02818639 0.02256225 0.01832045 0.01506012],[0.00340095 0.00286637 0.00242539 0.00221442 0.00205606 0.00197786],[0.01048806 0.00730706 0.00603067 0.00472596 0.00421932 0.00406075]
2552,[0.08546888 0.06781072 0.0558364  0.04781079 0.03442316 0.02905678],[0.04199983 0.03875662 0.03120228 0.02762511 0.02279618 0.01886926],[0.00319075 0.00545536 0.004548   0.00364526 0.0033926  0.00300217],[0.0402783  0.02359873 0.02008611 0.01654042 0.00823439 0.00718535]
2553,[0.06209639 0.04680376 0.03930938 0.04029248 0.02688235 0.02504785],[0.04425808 0.03537264 0.02804794 0.02360064 0.01962541 0.01682304],[0.00282437 0.00381286 0.00306176 0.00263388 0.002673   0.00250268],[0.01501393 0.00761826 0.00819968 0.01405795 0.00458395 0.00572212]
2554,[0.08081397 0.05521539 0.04504426 0.03780764 0.0322573  0.0274026 ],[0.05254134 0.04207637 0.0339507  0.02833475 0.0232787  0.01990136],[0.00290565 0.00280531 0.00252263 0.00239413 0.00230634 0.0022503 ],[0.02536697 0.01033371 0.00857092 0.00707876 0.00667227 0.00525094]
2555,[0.07778213 0.06590899 0.05262782 0.03953947 0.03289378 0.02820827],[0.05527523 0.04457024 0.03772413 0.03094518 0.02578853 0.02181546],[0.00303318 0.00278963 0.00243972 0.00228238 0.00209007 0.00198681],[0.01947372 0.01854912 0.01246397 0.00631191 0.00501518 0.004406  ]
2556,[0.07849744 0.06827653 0.04264904 0.03529868 0.0297606  0.02545944],[0.04932579 0.03814003 0.03171795 0.02589402 0.0213866  0.01796456],[0.00347176 0.00332694 0.0029434  0.00280696 0.00269799 0.00262003],[0.02569989 0.02680956 0.00798769 0.0065977  0.005676   0.00487485]
2557,[0.07854246 0.05616849 0.04959879 0.0384118  0.03398162 0.03012084],[0.04742547 0.03966648 0.03270177 0.02810627 0.02418287 0.01962858],[0.00358417 0.0034016  0.00318025 0.00319867 0.00282462 0.00255745],[0.02753282 0.01310041 0.01371677 0.00710686 0.00697413 0.00793481]
2558,[0.06190327 0.05256922 0.03705271 0.02877646 0.02429986 0.02078834],[0.03957508 0.03070376 0.02508902 0.02042384 0.01667039 0.01400772],[0.00350902 0.00279214 0.00270994 0.00241823 0.00235851 0.00219184],[0.01881917 0.01907333 0.00925374 0.0059344  0.00527096 0.00458877]
2559,[0.06658528 0.05977372 0.04623825 0.03407961 0.02786941 0.0232662 ],[0.04502201 0.03688256 0.03395759 0.02666469 0.02185393 0.01779902],[0.00463018 0.0041605  0.00354156 0.0031106  0.00278353 0.00258952],[0.0169331  0.01873066 0.0087391  0.00430433 0.00323195 0.00287767]
2560,[0.08148464 0.1003997  0.0540476  0.04302811 0.04047908 0.02965354],[0.04441905 0.03850047 0.03887847 0.03084986 0.02516304 0.0220694 ],[0.00457657 0.0041197  0.00426862 0.00383533 0.00354633 0.00336737],[0.03248902 0.05777954 0.0109005  0.00834292 0.01176972 0.00421678]
2561,[0.09080563 0.10034584 0.05214396 0.03618399 0.03029731 0.02563872],[0.04823907 0.04209854 0.03262998 0.02791373 0.02310659 0.01939081],[0.00503773 0.00471767 0.00407881 0.00388309 0.00347618 0.00320158],[0.03752883 0.05352963 0.01543517 0.00438718 0.00371454 0.00304633]
2562,[0.08098279 0.06913502 0.05638567 0.04075378 0.03349379 0.02825746],[0.05462662 0.0424444  0.03953068 0.03227384 0.02646136 0.0219761 ],[0.00681546 0.00623699 0.00482097 0.00413721 0.00354946 0.00319709],[0.0195407  0.02045363 0.01203403 0.00434273 0.00348297 0.00308426]
2563,[0.06715646 0.05611438 0.04818977 0.03761788 0.03091518 0.02606675],[0.03902154 0.03110623 0.03460286 0.02642342 0.02131977 0.01762503],[0.00678239 0.00537068 0.00426247 0.00351676 0.00305786 0.00276233],[0.02135254 0.01963747 0.00932444 0.0076777  0.00653755 0.00567939]
2564,[0.07955644 0.06019239 0.04731476 0.03839884 0.03651    0.03368674],[0.04092091 0.03264798 0.02950631 0.02442542 0.02040728 0.01676111],[0.00640135 0.00682943 0.00542751 0.0044155  0.00377232 0.00331573],[0.03223418 0.02071497 0.01238093 0.00955791 0.01233039 0.01360991]
2565,[0.06431324 0.03974234 0.0309228  0.02532396 0.02118873 0.01801569],[0.03449377 0.02694818 0.02130336 0.01728779 0.01422867 0.01185768],[0.00620455 0.00491357 0.00367404 0.00313885 0.00271696 0.00248684],[0.02361492 0.0078806  0.00594539 0.00489733 0.0042431  0.00367117]
2566,[0.08388961 0.06483084 0.04798164 0.03778752 0.03156841 0.02708988],[0.04712651 0.03781184 0.03479773 0.028386   0.02350619 0.01983547],[0.00540419 0.00436716 0.00357958 0.0030566  0.00274973 0.0025476 ],[0.03135891 0.02265184 0.00960433 0.00634493 0.0053125  0.00470681]
2567,[0.0705296  0.0722433  0.0481366  0.03867034 0.0319644  0.0269284 ],[0.04106624 0.04294219 0.03780181 0.03028279 0.0246064  0.02037095],[0.00489403 0.00389195 0.00386079 0.00331378 0.00293398 0.00269571],[0.02456933 0.02540917 0.006474   0.00507377 0.00442401 0.00386173]
2568,[0.07590629 0.08387346 0.04765444 0.03907867 0.03331279 0.02871152],[0.04557069 0.04078162 0.03391428 0.02916501 0.02457809 0.02084877],[0.00432262 0.00349957 0.00323985 0.00295031 0.00277186 0.00265693],[0.02601297 0.03959226 0.01050031 0.00696334 0.00596284 0.00520582]
2569,[0.08419934 0.10050595 0.03902218 0.03190841 0.026858   0.02272501],[0.04271635 0.03681809 0.02935717 0.02368143 0.01958748 0.01618983],[0.0033099  0.00357576 0.00393123 0.0034598  0.00331387 0.00299765],[0.03817308 0.06011211 0.00573378 0.00476718 0.00395665 0.00353753]
2570,[0.07637497 0.08088095 0.0538976  0.04262196 0.03512559 0.02940426],[0.04106405 0.03510972 0.03502205 0.02795074 0.02255056 0.0181649 ],[0.00285541 0.00342784 0.00442182 0.0039735  0.00357002 0.0034078 ],[0.03245552 0.04234339 0.01445374 0.01069772 0.00900501 0.00783157]
2571,[0.05890739 0.04570248 0.03475886 0.02849629 0.02394753 0.02045519],[0.03709602 0.0296542  0.02486838 0.02007175 0.01659348 0.01384867],[0.00166213 0.00270911 0.0028954  0.00283831 0.00269875 0.00259894],[0.02014925 0.01333917 0.00699507 0.00558623 0.0046553  0.00400758]
2572,[0.0687729  0.05471622 0.04474696 0.03446488 0.02830576 0.02376368],[0.04318226 0.03356792 0.03103944 0.02756587 0.02199429 0.0185329 ],[0.00098821 0.00135065 0.00138809 0.0014462  0.00146568 0.00152084],[0.02460244 0.01979766 0.01231944 0.00545281 0.00484578 0.00370994]
2573,[0.06653987 0.0408805  0.03264347 0.02679632 0.02229952 0.01873516],[0.04167321 0.03201106 0.02553487 0.02062399 0.01687734 0.01390498],[0.0009296  0.00112824 0.00105021 0.00106791 0.00108119 0.0010985 ],[0.02393707 0.00774121 0.0060584  0.00510443 0.00434098 0.00373168]
2574,[0.0682167  0.04732512 0.03910874 0.03731568 0.03131105 0.02439133],[0.04586719 0.03631393 0.02952179 0.0244688  0.02070548 0.01747794],[0.00081036 0.00134607 0.00134623 0.0015726  0.00163578 0.00170695],[0.02153915 0.00966511 0.00824073 0.01127428 0.00896979 0.00520644]
2575,[0.07550828 0.05549235 0.04313183 0.0362143  0.0310594  0.02728219],[0.05184655 0.04164378 0.03388023 0.02788242 0.0233599  0.01965067],[0.00097174 0.0016737  0.00177936 0.00207436 0.00223621 0.00239069],[0.02268999 0.01217487 0.00747224 0.00625751 0.00546329 0.00524083]
2576,[0.06881477 0.05879617 0.04673019 0.03886046 0.0270578  0.02249379],[0.04248617 0.03356708 0.0267442  0.02196922 0.01768264 0.01451282],[0.0008411  0.00165496 0.00289644 0.00337286 0.00336211 0.00324918],[0.0254875  0.02357413 0.01708955 0.01351838 0.00601305 0.00473179]
2577,[0.07131673 0.07411797 0.04928371 0.03490504 0.02928948 0.02498383],[0.04671904 0.03717667 0.0329344  0.02633715 0.02181371 0.0182385 ],[0.0008327  0.00131287 0.00276392 0.00280594 0.00272745 0.00266662],[0.02376499 0.03562844 0.01358539 0.00576195 0.00474832 0.0040787 ]
2578,[0.07079244 0.05271558 0.0373894  0.03030011 0.02515586 0.02119009],[0.04395504 0.03358811 0.02609282 0.02093149 0.01704669 0.01401658],[0.00084509 0.00163895 0.00184246 0.00191674 0.00193178 0.00193743],[0.02599231 0.01748851 0.00945412 0.00745188 0.00617738 0.00523608]
2579,[0.07067549 0.05162392 0.04143543 0.0343195  0.02894081 0.02469392],[0.04947583 0.03913484 0.03161746 0.02595852 0.02150674 0.01797541],[0.0013641  0.00217041 0.00211765 0.00230879 0.00237527 0.00243858],[0.01983556 0.01031867 0.00770032 0.00605219 0.0050588  0.00427993]
2580,[0.07232475 0.08389671 0.05890765 0.0481638  0.03454372 0.02865095],[0.04266712 0.03357811 0.03405529 0.02759606 0.02704835 0.02210095],[0.00204447 0.00297616 0.003231   0.00346788 0.00322317 0.00298923],[0.02761316 0.04734244 0.02162135 0.01709986 0.00427219 0.00356077]
2581,[0.06801185 0.04430966 0.03469823 0.02802831 0.02310762 0.01934674],[0.0404148  0.03240184 0.02526475 0.02018745 0.01641624 0.01353887],[0.00253802 0.00389329 0.00313099 0.00274521 0.00247725 0.00231853],[0.02505903 0.00801452 0.00630249 0.00509566 0.00421414 0.00348934]
2582,[0.07398866 0.04684762 0.03792248 0.03036447 0.02539893 0.02163681],[0.04416612 0.03508392 0.02782088 0.02213604 0.01832553 0.01503533],[0.00276666 0.0026919  0.00233343 0.00225435 0.00217343 0.00214132],[0.02705588 0.0090718  0.00776817 0.00597408 0.00489996 0.00446016]
2583,[0.07791446 0.05904252 0.046363   0.03657577 0.03115327 0.02773895],[0.04753821 0.03740079 0.03221281 0.02628225 0.02138094 0.01844671],[0.00323362 0.00395303 0.00427014 0.00385518 0.00340634 0.00303961],[0.02714263 0.0176887  0.00988005 0.00643834 0.00636599 0.00625263]
2584,[0.10209375 0.07198469 0.05015042 0.03806196 0.03144327 0.02666118],[0.05118551 0.0410474  0.03450499 0.02713071 0.02261231 0.01885414],[0.00338666 0.00491603 0.00558127 0.00505017 0.00428453 0.00377005],[0.04752158 0.02602126 0.01006416 0.00588108 0.00454644 0.00403699]
2585,[0.0625569  0.04815604 0.03983885 0.0338232  0.02872827 0.02459091],[0.04587687 0.03652838 0.02969902 0.02479016 0.02060339 0.01766223],[0.00304361 0.00256846 0.00236563 0.00226955 0.0022495  0.00221077],[0.01363641 0.0090592  0.00777421 0.00676349 0.00587537 0.00471791]
2586,[0.06883261 0.0505527  0.0369919  0.030021   0.02488792 0.02097684],[0.04372462 0.03441006 0.02693112 0.02157398 0.017585   0.01453148],[0.00351217 0.00279483 0.0023431  0.00210767 0.00197442 0.00189064],[0.02159583 0.01334782 0.00771768 0.00633934 0.0053285  0.00455471]
2587,[0.06410125 0.04251294 0.03349217 0.02800913 0.02457861 0.0221969 ],[0.04209969 0.03236886 0.02549036 0.02070155 0.01762272 0.01445551],[0.00366002 0.00324283 0.00242172 0.00212883 0.00184582 0.0017584 ],[0.01834154 0.00690125 0.0055801  0.00517875 0.00511007 0.005983  ]
2588,[0.08451759 0.05286249 0.0429549  0.03533969 0.02969393 0.02533345],[0.04676999 0.03771951 0.0306648  0.02517981 0.02109141 0.01772842],[0.00380533 0.00354201 0.00313547 0.00295824 0.00276691 0.00267127],[0.03394227 0.01160097 0.00915464 0.00720163 0.00583562 0.00493377]
2589,[0.09375712 0.07117049 0.05814026 0.04058998 0.03342852 0.02794774],[0.04925484 0.03908389 0.03602937 0.03010351 0.02476856 0.02059994],[0.00366266 0.0030594  0.00302904 0.00298732 0.00263365 0.00239592],[0.04083962 0.0290272  0.01908185 0.00749915 0.00602631 0.00495188]
2590,[0.07103312 0.04649667 0.03572221 0.02854476 0.02350317 0.01976877],[0.04239389 0.0335186  0.02642614 0.02154823 0.01734764 0.0142983 ],[0.00296671 0.0030678  0.00242373 0.00218686 0.00198741 0.00184912],[0.02567251 0.00991026 0.00687234 0.00480967 0.00416812 0.00362135]
2591,[0.07915523 0.04977378 0.04637409 0.03390876 0.03378381 0.02311263],[0.04138967 0.03311878 0.02950335 0.02307018 0.02026686 0.01702968],[0.0038524  0.00369676 0.00276217 0.00235124 0.00205297 0.00213631],[0.03391316 0.01295824 0.01410857 0.00848734 0.01146399 0.00394665]
2592,[0.07559023 0.06904442 0.0773782  0.04501014 0.03959895 0.03433056],[0.04325752 0.03606539 0.03098018 0.03261644 0.02763856 0.02254309],[0.00337619 0.00355904 0.00448156 0.00462113 0.00431956 0.00415793],[0.02895652 0.02941999 0.04191647 0.00777257 0.00764083 0.00762954]
2593,[0.07174768 0.07344948 0.03967761 0.03466293 0.03618047 0.03339432],[0.04133981 0.03502973 0.02870603 0.02364898 0.01968118 0.01700343],[0.00369259 0.00342916 0.00452892 0.00406751 0.00377027 0.00366039],[0.02671528 0.03499059 0.00644266 0.00694644 0.01272902 0.0127305 ]
2594,[0.06278507 0.05428413 0.04329445 0.03158533 0.02650717 0.02283124],[0.04224307 0.03323459 0.02751772 0.02238159 0.01900676 0.01606289],[0.00330727 0.00300385 0.00311264 0.00282638 0.00260297 0.00248362],[0.01723473 0.0180457  0.01266409 0.00637736 0.00489744 0.00428472]
2595,[0.06353    0.05791648 0.03371869 0.0280427  0.02389811 0.02104283],[0.03750945 0.02973946 0.02392615 0.01975144 0.01636124 0.01378468],[0.00320897 0.00334174 0.0037846  0.00338226 0.00310913 0.00283529],[0.02281159 0.02483528 0.00600793 0.004909   0.00442774 0.00442285]
2596,[0.07761741 0.05170692 0.04094176 0.03338776 0.02767193 0.02322856],[0.0428687  0.03483024 0.0278528  0.02260781 0.01851955 0.01527446],[0.00326105 0.00454765 0.00391665 0.00351301 0.00316064 0.00289209],[0.03148766 0.01232903 0.00917231 0.00726694 0.00599174 0.005062  ]
2597,[0.07500336 0.05707098 0.0475545  0.03838194 0.03099578 0.02664924],[0.04516261 0.03733845 0.03051325 0.02621749 0.02139993 0.01805118],[0.00375199 0.00329609 0.00308562 0.00290072 0.00304263 0.00284699],[0.02608876 0.01643645 0.01395563 0.00926373 0.00655322 0.00575106]
2598,[0.08369666 0.05981992 0.05178984 0.03517875 0.02973171 0.02561401],[0.0450729  0.03807733 0.03073788 0.02532098 0.02134325 0.01819094],[0.00379081 0.00364257 0.00302599 0.0029154  0.00267933 0.00251917],[0.03483295 0.01810003 0.01802597 0.00694237 0.00570913 0.00490389]
2599,[0.06558728 0.04511617 0.03629967 0.0302613  0.0256989  0.02213723],[0.03745831 0.03177007 0.02555661 0.0213149  0.01784672 0.01520089],[0.00313737 0.00280127 0.00249544 0.0023461  0.00223647 0.00215568],[0.02499159 0.01054483 0.00824763 0.0066003  0.0056157  0.00478066]
2600,[0.06230877 0.04232738 0.03218944 0.02652088 0.02220153 0.01885649],[0.03755658 0.02910287 0.02329299 0.01887608 0.01577587 0.01303589],[0.00331017 0.00322952 0.00261107 0.00234153 0.00214245 0.00201136],[0.02144202 0.00999499 0.00628538 0.00530327 0.00428321 0.00380924]
2601,[0.06671889 0.04527275 0.03848687 0.0285388  0.02399714 0.02049564],[0.03757413 0.03033333 0.02529107 0.02068722 0.01721551 0.01444506],[0.00280893 0.00273533 0.0024075  0.00232763 0.00225665 0.00221816],[0.02633583 0.0122041  0.01078831 0.00552394 0.00452497 0.00383243]
2602,[0.07781173 0.05223775 0.04230249 0.03531052 0.03005404 0.02597901],[0.04267417 0.03915723 0.03197904 0.02655343 0.02240291 0.01911061],[0.00341632 0.00353323 0.00306263 0.00284072 0.00267045 0.00256683],[0.03172124 0.00954729 0.00726082 0.00591638 0.00498068 0.00430158]
2603,[0.07967941 0.05150194 0.04453832 0.03391238 0.02831602 0.02296695],[0.03874199 0.03076854 0.02591679 0.02088657 0.01781199 0.01466989],[0.00293584 0.00287626 0.0027356  0.00308722 0.00293108 0.00282812],[0.03800158 0.01785715 0.01588593 0.00993859 0.00757294 0.00546894]
2604,[0.06749395 0.05545728 0.05094711 0.03294926 0.02768043 0.02362005],[0.04502307 0.03617357 0.02849208 0.02422972 0.01986809 0.01657372],[0.00245667 0.00245623 0.00225038 0.00236685 0.00228428 0.00222971],[0.02001421 0.01682748 0.02020465 0.00635269 0.00552806 0.00481663]
2605,[0.0727809  0.05235592 0.04000584 0.03418045 0.02954341 0.02420509],[0.03975956 0.03281817 0.02611275 0.0229096  0.01832619 0.0163467 ],[0.00216941 0.00254189 0.00265734 0.00239174 0.00216106 0.00202034],[0.03085192 0.01699586 0.01123575 0.0088791  0.00905616 0.00583806]
2606,[0.07988213 0.09333874 0.04740109 0.03727789 0.03362951 0.02692899],[0.04289575 0.03350074 0.03059168 0.02528931 0.02110332 0.0172774 ],[0.00235159 0.00337297 0.00432834 0.00416708 0.00364779 0.00338598],[0.03463479 0.05646503 0.01248107 0.0078215  0.0088784  0.00626561]
2607,[0.0834048  0.06462312 0.05182194 0.03971429 0.03379557 0.02942424],[0.04392894 0.03769219 0.03589392 0.02873366 0.02392635 0.02033064],[0.00164216 0.00254188 0.00278387 0.0025514  0.0024365  0.00237253],[0.03783369 0.02438905 0.01314415 0.00842923 0.00743272 0.00672106]
2608,[0.06980792 0.05097425 0.04195016 0.03379394 0.03228037 0.02821584],[0.04139402 0.03286771 0.02643755 0.0221454  0.01828426 0.02019476],[0.00260155 0.00457383 0.00396142 0.00399606 0.00388278 0.00442787],[0.02581235 0.01353272 0.01155119 0.00765249 0.01011334 0.0035932 ]
2609,[0.07505564 0.06018424 0.04549537 0.03169963 0.02559379 0.02151309],[0.04484499 0.0360605  0.02972665 0.02412106 0.01978775 0.01590923],[0.00224734 0.00244774 0.00230052 0.00217408 0.00207832 0.0020175 ],[0.02796331 0.021676   0.0134682  0.0054045  0.00372771 0.00358636]
2610,[0.07094148 0.06406774 0.04385698 0.03150711 0.02685752 0.02326343],[0.0371908  0.02929561 0.02576368 0.02123742 0.01764584 0.01495673],[0.00263817 0.00335024 0.00426307 0.00419759 0.00383904 0.00365156],[0.03111251 0.03142189 0.01383023 0.0060721  0.00537264 0.00465514]
2611,[0.07754455 0.0602927  0.05504169 0.05036195 0.0330624  0.0272267 ],[0.052576   0.04405631 0.03578423 0.02850005 0.02487949 0.02068284],[0.00247734 0.00249757 0.00236002 0.0027859  0.00260103 0.00254513],[0.02249121 0.01373882 0.01689744 0.019076   0.00558188 0.00399873]
2612,[0.06468419 0.04791318 0.04084726 0.03136699 0.02726033 0.02153368],[0.04716819 0.03642673 0.02896093 0.02320331 0.01944671 0.01605987],[0.00282598 0.00280159 0.002417   0.00230655 0.00216418 0.00214437],[0.01469003 0.00868486 0.00946934 0.00585713 0.00564944 0.00332944]
2613,[0.07857486 0.06136028 0.06646639 0.04444584 0.0356704  0.03401691],[0.04349503 0.03698482 0.03085872 0.02791045 0.02357405 0.01967128],[0.0025219  0.00263145 0.00260228 0.0034774  0.00321843 0.00315278],[0.03255793 0.02174401 0.0330054  0.013058   0.00887792 0.01119286]
2614,[0.06817172 0.04898195 0.04485205 0.03473366 0.03500118 0.03708933],[0.04640321 0.03560567 0.02922541 0.02372406 0.02064156 0.01650298],[0.00281614 0.00422237 0.00349642 0.0032453  0.00300563 0.00306146],[0.01895236 0.00915391 0.01213022 0.00776431 0.01135399 0.01752489]
2615,[0.0753999  0.05193995 0.04184277 0.03489735 0.03055767 0.02605758],[0.04564774 0.03762601 0.0303952  0.02503845 0.02074748 0.01784334],[0.00300848 0.00282754 0.00233816 0.00219211 0.0020536  0.00202635],[0.02674368 0.01148641 0.00910942 0.00766679 0.00775659 0.0061879 ]
2616,[0.07248581 0.05303577 0.04538546 0.0327358  0.02656782 0.02249315],[0.04350923 0.03448879 0.02876646 0.02233552 0.0188905  0.01561298],[0.00307182 0.00298591 0.00276047 0.00271889 0.00262432 0.00255876],[0.02590476 0.01556107 0.01385853 0.00768138 0.00505299 0.00432141]
2617,[0.08663434 0.06294266 0.04624165 0.03653763 0.03177934 0.02657857],[0.04524985 0.03773615 0.03046932 0.026187   0.02114188 0.01878282],[0.00290623 0.0034121  0.00317606 0.00322519 0.00307302 0.00300213],[0.03847826 0.02179441 0.01259627 0.00712545 0.00756444 0.00479363]
2618,[0.07185434 0.07788256 0.0433964  0.03688959 0.03247727 0.03166195],[0.04453522 0.03682036 0.03058282 0.02590713 0.02190337 0.01937405],[0.00258663 0.00389108 0.00510723 0.00485533 0.00462046 0.00445843],[0.02473249 0.03717112 0.00770635 0.00612713 0.00595344 0.00782947]
