,inner_loss,inner_loss_i,inner_loss_b,inner_loss_f,inner_loss_pre_adapt,inner_loss_i_pre_adapt,inner_loss_b_pre_adapt,inner_loss_f_pre_adapt
2003,[0.16156043 0.11302951 0.09252362 0.07461466 0.06008405 0.04756904],[0.09369675 0.07597403 0.06378607 0.04950983 0.03869382 0.03056382],[0.00516575 0.00617139 0.00627066 0.00620422 0.00630223 0.00609846],[0.06269793 0.03088408 0.02246689 0.0189006  0.015088   0.01090676],[0.16156043 0.11302951 0.09252362 0.07461466 0.06008405 0.04756904],[0.09369675 0.07597403 0.06378607 0.04950983 0.03869382 0.03056382],[0.00516575 0.00617139 0.00627066 0.00620422 0.00630223 0.00609846],[0.06269793 0.03088408 0.02246689 0.0189006  0.015088   0.01090676]
2004,[0.18282556 0.13593546 0.12256237 0.08742002 0.07052615 0.06099972],[0.10470821 0.09345248 0.07134086 0.05672465 0.05038564 0.03994786],[0.0051697  0.00768524 0.00803575 0.00830093 0.00803765 0.00746981],[0.07294766 0.03479773 0.04318576 0.02239444 0.01210286 0.01358205],[0.18282556 0.13593546 0.12256237 0.08742002 0.07052615 0.06099972],[0.10470821 0.09345248 0.07134086 0.05672465 0.05038564 0.03994786],[0.0051697  0.00768524 0.00803575 0.00830093 0.00803765 0.00746981],[0.07294766 0.03479773 0.04318576 0.02239444 0.01210286 0.01358205]
2005,[0.15572917 0.17040245 0.20858164 0.08236223 0.06364063 0.05097893],[0.08672458 0.07166002 0.07615423 0.0539961  0.04054378 0.03136896],[0.00502198 0.00685879 0.01026565 0.01624625 0.01250774 0.01056841],[0.06398261 0.09188364 0.12216176 0.01211988 0.01058912 0.00904157],[0.15572917 0.17040245 0.20858164 0.08236223 0.06364063 0.05097893],[0.08672458 0.07166002 0.07615423 0.0539961  0.04054378 0.03136896],[0.00502198 0.00685879 0.01026565 0.01624625 0.01250774 0.01056841],[0.06398261 0.09188364 0.12216176 0.01211988 0.01058912 0.00904157]
2006,[0.17164581 0.14545148 0.09484396 0.07390336 0.05958583 0.04956982],[0.09115044 0.07842029 0.0689872  0.05193567 0.04008252 0.03129993],[0.00524682 0.00818509 0.00833653 0.00784483 0.00751014 0.00730078],[0.07524854 0.0588461  0.01752023 0.01412286 0.01199316 0.01096912],[0.17164581 0.14545148 0.09484396 0.07390336 0.05958583 0.04956982],[0.09115044 0.07842029 0.0689872  0.05193567 0.04008252 0.03129993],[0.00524682 0.00818509 0.00833653 0.00784483 0.00751014 0.00730078],[0.07524854 0.0588461  0.01752023 0.01412286 0.01199316 0.01096912]
2007,[0.15863961 0.28279013 0.28072495 0.10942711 0.07313148 0.06277149],[0.10571977 0.08469527 0.16950639 0.05727852 0.04138945 0.03312206],[0.00543844 0.00825235 0.09035585 0.01730029 0.00600618 0.00628862],[0.04748139 0.18984252 0.02086271 0.0348483  0.02573584 0.02336081],[0.15863961 0.28279013 0.28072495 0.10942711 0.07313148 0.06277149],[0.10571977 0.08469527 0.16950639 0.05727852 0.04138945 0.03312206],[0.00543844 0.00825235 0.09035585 0.01730029 0.00600618 0.00628862],[0.04748139 0.18984252 0.02086271 0.0348483  0.02573584 0.02336081]
2008,[0.16319531 0.32182608 0.13358534 0.08349417 0.06140805 0.0483269 ],[0.10397723 0.07729636 0.09712084 0.05987628 0.04232706 0.03164283],[0.00579523 0.00765    0.01938061 0.01331948 0.01111884 0.0097463 ],[0.05342284 0.23687972 0.01708389 0.0102984  0.00796215 0.00693778],[0.16319531 0.32182608 0.13358534 0.08349417 0.06140805 0.0483269 ],[0.10397723 0.07729636 0.09712084 0.05987628 0.04232706 0.03164283],[0.00579523 0.00765    0.01938061 0.01331948 0.01111884 0.0097463 ],[0.05342284 0.23687972 0.01708389 0.0102984  0.00796215 0.00693778]
2009,[0.16943137 0.20566782 0.1533286  0.09189287 0.07089221 0.0570198 ],[0.09993112 0.08141124 0.09488901 0.06773416 0.05026146 0.0390248 ],[0.00517401 0.00734601 0.01321139 0.00927899 0.0086665  0.00822203],[0.06432625 0.11691057 0.04522821 0.01487972 0.01196425 0.00977297],[0.16943137 0.20566782 0.1533286  0.09189287 0.07089221 0.0570198 ],[0.09993112 0.08141124 0.09488901 0.06773416 0.05026146 0.0390248 ],[0.00517401 0.00734601 0.01321139 0.00927899 0.0086665  0.00822203],[0.06432625 0.11691057 0.04522821 0.01487972 0.01196425 0.00977297]
2010,[0.15746002 0.1088312  0.09457944 0.0713326  0.05579186 0.04593737],[0.08955044 0.0807561  0.05786803 0.04956152 0.03750632 0.02958531],[0.00545577 0.00859454 0.00829058 0.00815681 0.00812103 0.00801117],[0.06245381 0.01948056 0.02842084 0.01361427 0.0101645  0.00834089],[0.15746002 0.1088312  0.09457944 0.0713326  0.05579186 0.04593737],[0.08955044 0.0807561  0.05786803 0.04956152 0.03750632 0.02958531],[0.00545577 0.00859454 0.00829058 0.00815681 0.00812103 0.00801117],[0.06245381 0.01948056 0.02842084 0.01361427 0.0101645  0.00834089]
2011,[0.14917123 0.2575619  0.12226572 0.13101384 0.11076296 0.12021413],[0.08605397 0.06717668 0.06872448 0.07863835 0.0578915  0.06946136],[0.00485789 0.00580253 0.02838959 0.03542023 0.03950901 0.04007228],[0.05825938 0.18458269 0.02515166 0.01695526 0.01336245 0.01068049],[0.14917123 0.2575619  0.12226572 0.13101384 0.11076296 0.12021413],[0.08605397 0.06717668 0.06872448 0.07863835 0.0578915  0.06946136],[0.00485789 0.00580253 0.02838959 0.03542023 0.03950901 0.04007228],[0.05825938 0.18458269 0.02515166 0.01695526 0.01336245 0.01068049]
2012,[0.14461557 0.11114612 0.09442184 0.06854381 0.05694674 0.04921163],[0.09483307 0.07118231 0.05782054 0.04269075 0.03383287 0.02618686],[0.00544214 0.00605895 0.00680029 0.00672548 0.00683635 0.00668834],[0.04434036 0.03390486 0.02980101 0.01912758 0.01627751 0.01633643],[0.14461557 0.11114612 0.09442184 0.06854381 0.05694674 0.04921163],[0.09483307 0.07118231 0.05782054 0.04269075 0.03383287 0.02618686],[0.00544214 0.00605895 0.00680029 0.00672548 0.00683635 0.00668834],[0.04434036 0.03390486 0.02980101 0.01912758 0.01627751 0.01633643]
2013,[0.21482726 0.22303084 0.12408545 0.08573483 0.06630561 0.05571734],[0.11035177 0.09361477 0.07270074 0.05636134 0.04414883 0.03505404],[0.00533967 0.00960681 0.00986369 0.00939671 0.00848065 0.00786987],[0.09913582 0.11980925 0.04152102 0.01997679 0.01367613 0.01279342],[0.21482726 0.22303084 0.12408545 0.08573483 0.06630561 0.05571734],[0.11035177 0.09361477 0.07270074 0.05636134 0.04414883 0.03505404],[0.00533967 0.00960681 0.00986369 0.00939671 0.00848065 0.00786987],[0.09913582 0.11980925 0.04152102 0.01997679 0.01367613 0.01279342]
2014,[0.15104795 0.16405516 0.29755702 0.10398632 0.07525289 0.06017157],[0.08719601 0.06723544 0.08080969 0.07929885 0.05550011 0.04168725],[0.00498859 0.00827569 0.01168508 0.00910574 0.00819382 0.00864664],[0.05886335 0.08854403 0.20506225 0.01558173 0.01155896 0.00983768],[0.15104795 0.16405516 0.29755702 0.10398632 0.07525289 0.06017157],[0.08719601 0.06723544 0.08080969 0.07929885 0.05550011 0.04168725],[0.00498859 0.00827569 0.01168508 0.00910574 0.00819382 0.00864664],[0.05886335 0.08854403 0.20506225 0.01558173 0.01155896 0.00983768]
2015,[0.18454417 0.2529061  0.1123686  0.1297911  0.09312331 0.0592078 ],[0.10696494 0.08171217 0.06257079 0.05626298 0.04762259 0.03708561],[0.00542507 0.00941386 0.01360513 0.01226642 0.00996811 0.00833079],[0.07215415 0.16178008 0.03619268 0.0612617  0.0355326  0.0137914 ],[0.18454417 0.2529061  0.1123686  0.1297911  0.09312331 0.0592078 ],[0.10696494 0.08171217 0.06257079 0.05626298 0.04762259 0.03708561],[0.00542507 0.00941386 0.01360513 0.01226642 0.00996811 0.00833079],[0.07215415 0.16178008 0.03619268 0.0612617  0.0355326  0.0137914 ]
2016,[0.15797564 0.22370826 0.10809079 0.07868554 0.0586295  0.06507003],[0.1020242  0.07985807 0.06876698 0.05006674 0.03921596 0.03046243],[0.00559672 0.00707544 0.00928711 0.00882167 0.00753408 0.00713746],[0.05035471 0.13677475 0.0300367  0.01979713 0.01187946 0.02747014],[0.15797564 0.22370826 0.10809079 0.07868554 0.0586295  0.06507003],[0.1020242  0.07985807 0.06876698 0.05006674 0.03921596 0.03046243],[0.00559672 0.00707544 0.00928711 0.00882167 0.00753408 0.00713746],[0.05035471 0.13677475 0.0300367  0.01979713 0.01187946 0.02747014]
2017,[0.1570385  0.17246262 0.1658969  0.08880809 0.06032359 0.0475491 ],[0.09686168 0.07433162 0.05724655 0.05211063 0.03975076 0.03020738],[0.00568446 0.00794113 0.01190574 0.01144199 0.00916502 0.00815765],[0.05449236 0.09018987 0.09674461 0.02525548 0.01140781 0.00918407],[0.1570385  0.17246262 0.1658969  0.08880809 0.06032359 0.0475491 ],[0.09686168 0.07433162 0.05724655 0.05211063 0.03975076 0.03020738],[0.00568446 0.00794113 0.01190574 0.01144199 0.00916502 0.00815765],[0.05449236 0.09018987 0.09674461 0.02525548 0.01140781 0.00918407]
2018,[0.17010179 0.11905954 0.10037023 0.10053185 0.0679201  0.0567691 ],[0.08944386 0.08273851 0.06363926 0.0507012  0.04039906 0.03255688],[0.00583682 0.00872925 0.00885262 0.00862052 0.0094922  0.00810502],[0.07482111 0.02759177 0.02787835 0.04121012 0.01802884 0.0161072 ],[0.17010179 0.11905954 0.10037023 0.10053185 0.0679201  0.0567691 ],[0.08944386 0.08273851 0.06363926 0.0507012  0.04039906 0.03255688],[0.00583682 0.00872925 0.00885262 0.00862052 0.0094922  0.00810502],[0.07482111 0.02759177 0.02787835 0.04121012 0.01802884 0.0161072 ]
2019,[0.20340758 0.13303929 0.12442576 0.09986007 0.09825783 0.05691187],[0.09605548 0.08145577 0.06173317 0.05231569 0.0408558  0.03499417],[0.00594289 0.01152753 0.01004345 0.01016383 0.00923638 0.00994577],[0.1014092  0.04005599 0.05264914 0.03738055 0.04816566 0.01197193],[0.20340758 0.13303929 0.12442576 0.09986007 0.09825783 0.05691187],[0.09605548 0.08145577 0.06173317 0.05231569 0.0408558  0.03499417],[0.00594289 0.01152753 0.01004345 0.01016383 0.00923638 0.00994577],[0.1014092  0.04005599 0.05264914 0.03738055 0.04816566 0.01197193]
2020,[0.17392778 0.18891439 0.26495932 0.3830432  0.18618159 0.09573117],[0.10734991 0.08932633 0.07060711 0.08433515 0.11466081 0.04815162],[0.00522075 0.00888958 0.00909593 0.05247163 0.0545334  0.0359115 ],[0.06135712 0.09069847 0.18525627 0.2462364  0.01698738 0.01166806],[0.17392778 0.18891439 0.26495932 0.3830432  0.18618159 0.09573117],[0.10734991 0.08932633 0.07060711 0.08433515 0.11466081 0.04815162],[0.00522075 0.00888958 0.00909593 0.05247163 0.0545334  0.0359115 ],[0.06135712 0.09069847 0.18525627 0.2462364  0.01698738 0.01166806]
2021,[0.16515078 0.12883071 0.11854254 0.10949989 0.07541606 0.06040257],[0.10354184 0.08413738 0.06313246 0.08269437 0.05437819 0.03228852],[0.00546618 0.00764786 0.0078771  0.01193574 0.00922983 0.00835786],[0.05614276 0.03704547 0.04753298 0.01486978 0.01180804 0.01975619],[0.16515078 0.12883071 0.11854254 0.10949989 0.07541606 0.06040257],[0.10354184 0.08413738 0.06313246 0.08269437 0.05437819 0.03228852],[0.00546618 0.00764786 0.0078771  0.01193574 0.00922983 0.00835786],[0.05614276 0.03704547 0.04753298 0.01486978 0.01180804 0.01975619]
2022,[0.1516223  0.10716401 0.11326294 0.06493758 0.05329373 0.04580653],[0.08716451 0.06576555 0.0527476  0.04161459 0.03299321 0.02628962],[0.00553342 0.00689226 0.0064065  0.00627409 0.00593269 0.0057291 ],[0.05892437 0.0345062  0.05410883 0.01704891 0.01436782 0.01378781],[0.1516223  0.10716401 0.11326294 0.06493758 0.05329373 0.04580653],[0.08716451 0.06576555 0.0527476  0.04161459 0.03299321 0.02628962],[0.00553342 0.00689226 0.0064065  0.00627409 0.00593269 0.0057291 ],[0.05892437 0.0345062  0.05410883 0.01704891 0.01436782 0.01378781]
2023,[0.16291726 0.10471154 0.08780564 0.08393514 0.07007382 0.04807889],[0.09529192 0.0739799  0.05691523 0.04373648 0.03692849 0.03037152],[0.00583487 0.00684475 0.00684224 0.0067216  0.00687992 0.00644726],[0.06179047 0.02388688 0.02404816 0.03347706 0.02626541 0.01126011],[0.16291726 0.10471154 0.08780564 0.08393514 0.07007382 0.04807889],[0.09529192 0.0739799  0.05691523 0.04373648 0.03692849 0.03037152],[0.00583487 0.00684475 0.00684224 0.0067216  0.00687992 0.00644726],[0.06179047 0.02388688 0.02404816 0.03347706 0.02626541 0.01126011]
2024,[0.17866073 0.14994836 0.12009582 0.08834992 0.07088118 0.05464898],[0.11067342 0.08816238 0.07927487 0.06012939 0.04577707 0.03537857],[0.0053459  0.00567949 0.00815614 0.00714634 0.00693643 0.00664487],[0.06264141 0.05610649 0.03266481 0.02107419 0.01816767 0.01262554],[0.17866073 0.14994836 0.12009582 0.08834992 0.07088118 0.05464898],[0.11067342 0.08816238 0.07927487 0.06012939 0.04577707 0.03537857],[0.0053459  0.00567949 0.00815614 0.00714634 0.00693643 0.00664487],[0.06264141 0.05610649 0.03266481 0.02107419 0.01816767 0.01262554]
2025,[0.16157107 0.14675054 0.08784631 0.0686689  0.0554199  0.04554832],[0.09873856 0.07642682 0.06352594 0.04895523 0.03813154 0.03002258],[0.00528874 0.00679186 0.00801021 0.00747304 0.0070835  0.0067188 ],[0.05754377 0.06353186 0.01631016 0.01224063 0.01020487 0.00880694],[0.16157107 0.14675054 0.08784631 0.0686689  0.0554199  0.04554832],[0.09873856 0.07642682 0.06352594 0.04895523 0.03813154 0.03002258],[0.00528874 0.00679186 0.00801021 0.00747304 0.0070835  0.0067188 ],[0.05754377 0.06353186 0.01631016 0.01224063 0.01020487 0.00880694]
2026,[0.16414321 0.15543984 0.23752189 0.16760177 0.06962163 0.0588959 ],[0.07735043 0.05929132 0.10922676 0.05933748 0.04228126 0.03212608],[0.00603183 0.00719385 0.01616874 0.0149406  0.00882194 0.00799824],[0.08076095 0.08895467 0.11212639 0.09332369 0.01851843 0.01877158],[0.16414321 0.15543984 0.23752189 0.16760177 0.06962163 0.0588959 ],[0.07735043 0.05929132 0.10922676 0.05933748 0.04228126 0.03212608],[0.00603183 0.00719385 0.01616874 0.0149406  0.00882194 0.00799824],[0.08076095 0.08895467 0.11212639 0.09332369 0.01851843 0.01877158]
2027,[0.15735262 0.12341569 0.09501654 0.07603976 0.06128796 0.05594564],[0.10228368 0.0822372  0.06573495 0.05129725 0.03990609 0.03078388],[0.00633557 0.00676015 0.00909103 0.00919019 0.00901219 0.0087613 ],[0.04873337 0.03441834 0.02019057 0.01555232 0.01236968 0.01640046],[0.15735262 0.12341569 0.09501654 0.07603976 0.06128796 0.05594564],[0.10228368 0.0822372  0.06573495 0.05129725 0.03990609 0.03078388],[0.00633557 0.00676015 0.00909103 0.00919019 0.00901219 0.0087613 ],[0.04873337 0.03441834 0.02019057 0.01555232 0.01236968 0.01640046]
2028,[0.20280997 0.13853137 0.14127649 0.13658054 0.06555678 0.05278305],[0.11957927 0.09129402 0.07110026 0.05649531 0.04460213 0.03475204],[0.0055569  0.00649001 0.00689685 0.00704946 0.00833052 0.00759383],[0.0776738  0.04074735 0.06327938 0.07303577 0.01262413 0.01043718],[0.20280997 0.13853137 0.14127649 0.13658054 0.06555678 0.05278305],[0.11957927 0.09129402 0.07110026 0.05649531 0.04460213 0.03475204],[0.0055569  0.00649001 0.00689685 0.00704946 0.00833052 0.00759383],[0.0776738  0.04074735 0.06327938 0.07303577 0.01262413 0.01043718]
2029,[0.13459971 0.17601078 0.1558513  0.10528409 0.08483646 0.06359556],[0.0865271  0.06703691 0.06212615 0.071362   0.05339118 0.04021784],[0.00616374 0.0070575  0.01088659 0.01114556 0.01013349 0.00919694],[0.04190886 0.10191637 0.08283856 0.02277653 0.02131179 0.01418079],[0.13459971 0.17601078 0.1558513  0.10528409 0.08483646 0.06359556],[0.0865271  0.06703691 0.06212615 0.071362   0.05339118 0.04021784],[0.00616374 0.0070575  0.01088659 0.01114556 0.01013349 0.00919694],[0.04190886 0.10191637 0.08283856 0.02277653 0.02131179 0.01418079]
2030,[0.17258067 0.14294208 0.13100937 0.0797632  0.06705201 0.05751161],[0.09059619 0.07276261 0.06924541 0.05275862 0.04135322 0.03311246],[0.00610571 0.00982415 0.01168774 0.01075809 0.01039313 0.00966368],[0.07587878 0.06035532 0.05007622 0.01624649 0.01530566 0.01473548],[0.17258067 0.14294208 0.13100937 0.0797632  0.06705201 0.05751161],[0.09059619 0.07276261 0.06924541 0.05275862 0.04135322 0.03311246],[0.00610571 0.00982415 0.01168774 0.01075809 0.01039313 0.00966368],[0.07587878 0.06035532 0.05007622 0.01624649 0.01530566 0.01473548]
2031,[0.16124771 0.14873407 0.10786239 0.07435984 0.05738956 0.04661532],[0.09260699 0.07134625 0.06019491 0.04633502 0.03572714 0.02786387],[0.00566835 0.01002201 0.01236    0.01081923 0.01011886 0.00951635],[0.06297237 0.06736581 0.03530748 0.01720559 0.01154356 0.0092351 ],[0.16124771 0.14873407 0.10786239 0.07435984 0.05738956 0.04661532],[0.09260699 0.07134625 0.06019491 0.04633502 0.03572714 0.02786387],[0.00566835 0.01002201 0.01236    0.01081923 0.01011886 0.00951635],[0.06297237 0.06736581 0.03530748 0.01720559 0.01154356 0.0092351 ]
2032,[0.18356541 0.16530156 0.10684348 0.1085244  0.06689333 0.05308535],[0.10522269 0.08763975 0.0670759  0.05123881 0.04024112 0.03202763],[0.00620534 0.0070741  0.00934187 0.00875696 0.00907116 0.00827047],[0.07213738 0.07058771 0.03042571 0.04852863 0.01758106 0.01278726],[0.18356541 0.16530156 0.10684348 0.1085244  0.06689333 0.05308535],[0.10522269 0.08763975 0.0670759  0.05123881 0.04024112 0.03202763],[0.00620534 0.0070741  0.00934187 0.00875696 0.00907116 0.00827047],[0.07213738 0.07058771 0.03042571 0.04852863 0.01758106 0.01278726]
2033,[0.13928447 0.10799427 0.14598119 0.08570171 0.06075288 0.04617524],[0.08525703 0.06671332 0.05871841 0.04562284 0.03895368 0.02951973],[0.0055965  0.00668541 0.00688517 0.00689078 0.00738775 0.00657892],[0.04843094 0.03459554 0.08037762 0.03318809 0.01441145 0.0100766 ],[0.13928447 0.10799427 0.14598119 0.08570171 0.06075288 0.04617524],[0.08525703 0.06671332 0.05871841 0.04562284 0.03895368 0.02951973],[0.0055965  0.00668541 0.00688517 0.00689078 0.00738775 0.00657892],[0.04843094 0.03459554 0.08037762 0.03318809 0.01441145 0.0100766 ]
2034,[0.1714377  0.11004834 0.10144555 0.07105242 0.05462594 0.04431813],[0.08526267 0.06975372 0.05832065 0.04371175 0.03374907 0.02630596],[0.00590075 0.00910007 0.00891769 0.00815289 0.00767178 0.00741414],[0.08027428 0.03119455 0.03420722 0.01918778 0.01320509 0.01059802],[0.1714377  0.11004834 0.10144555 0.07105242 0.05462594 0.04431813],[0.08526267 0.06975372 0.05832065 0.04371175 0.03374907 0.02630596],[0.00590075 0.00910007 0.00891769 0.00815289 0.00767178 0.00741414],[0.08027428 0.03119455 0.03420722 0.01918778 0.01320509 0.01059802]
2035,[0.15983823 0.14866315 0.12857974 0.08587892 0.06149882 0.04942815],[0.09424718 0.08232957 0.0634233  0.05249817 0.03902287 0.03049611],[0.00574438 0.00976061 0.00998545 0.00990475 0.00932034 0.00856376],[0.05984668 0.05657297 0.05517098 0.023476   0.01315561 0.01036827],[0.15983823 0.14866315 0.12857974 0.08587892 0.06149882 0.04942815],[0.09424718 0.08232957 0.0634233  0.05249817 0.03902287 0.03049611],[0.00574438 0.00976061 0.00998545 0.00990475 0.00932034 0.00856376],[0.05984668 0.05657297 0.05517098 0.023476   0.01315561 0.01036827]
2036,[0.17536154 0.14879481 0.09402439 0.07005669 0.05638152 0.0469585 ],[0.09018502 0.08789348 0.06718754 0.04884827 0.0375067  0.02911595],[0.00560711 0.00818447 0.00787775 0.00745524 0.00745072 0.00716365],[0.07956941 0.05271685 0.01895911 0.01375318 0.0114241  0.0106789 ],[0.17536154 0.14879481 0.09402439 0.07005669 0.05638152 0.0469585 ],[0.09018502 0.08789348 0.06718754 0.04884827 0.0375067  0.02911595],[0.00560711 0.00818447 0.00787775 0.00745524 0.00745072 0.00716365],[0.07956941 0.05271685 0.01895911 0.01375318 0.0114241  0.0106789 ]
2037,[0.1533387  0.11610236 0.08711849 0.07032733 0.05410722 0.04410416],[0.0866164  0.06966897 0.05462177 0.04176683 0.0327049  0.0256204 ],[0.00582981 0.00764692 0.00849339 0.00839815 0.00811241 0.00789895],[0.06089249 0.03878647 0.02400333 0.02016235 0.01328991 0.01058481],[0.1533387  0.11610236 0.08711849 0.07032733 0.05410722 0.04410416],[0.0866164  0.06966897 0.05462177 0.04176683 0.0327049  0.0256204 ],[0.00582981 0.00764692 0.00849339 0.00839815 0.00811241 0.00789895],[0.06089249 0.03878647 0.02400333 0.02016235 0.01328991 0.01058481]
2038,[0.14055194 0.2350734  0.08823966 0.16443093 0.05439545 0.04510254],[0.07613328 0.06144511 0.05501054 0.04370935 0.03300554 0.02643962],[0.0061188  0.00901349 0.00794511 0.01593233 0.01086959 0.00997978],[0.05829986 0.16461479 0.02528401 0.10478925 0.01052033 0.00868314],[0.14055194 0.2350734  0.08823966 0.16443093 0.05439545 0.04510254],[0.07613328 0.06144511 0.05501054 0.04370935 0.03300554 0.02643962],[0.0061188  0.00901349 0.00794511 0.01593233 0.01086959 0.00997978],[0.05829986 0.16461479 0.02528401 0.10478925 0.01052033 0.00868314]
2039,[0.15612411 0.12332045 0.08850488 0.06336498 0.05181872 0.03878006],[0.07952322 0.06234939 0.0524433  0.03999119 0.03132102 0.02436686],[0.00576562 0.00711883 0.00839673 0.00677405 0.00616901 0.00559137],[0.07083527 0.05385223 0.02766484 0.01659975 0.01432869 0.00882183],[0.15612411 0.12332045 0.08850488 0.06336498 0.05181872 0.03878006],[0.07952322 0.06234939 0.0524433  0.03999119 0.03132102 0.02436686],[0.00576562 0.00711883 0.00839673 0.00677405 0.00616901 0.00559137],[0.07083527 0.05385223 0.02766484 0.01659975 0.01432869 0.00882183]
2040,[0.18488279 0.13235987 0.11797812 0.09373865 0.06680178 0.05432298],[0.09990831 0.08298126 0.06563089 0.06320176 0.04719969 0.03606552],[0.00600417 0.00841086 0.00841081 0.0103303  0.00943119 0.00880112],[0.07897031 0.04096775 0.04393641 0.02020658 0.0101709  0.00945634],[0.18488279 0.13235987 0.11797812 0.09373865 0.06680178 0.05432298],[0.09990831 0.08298126 0.06563089 0.06320176 0.04719969 0.03606552],[0.00600417 0.00841086 0.00841081 0.0103303  0.00943119 0.00880112],[0.07897031 0.04096775 0.04393641 0.02020658 0.0101709  0.00945634]
2041,[0.25463146 0.19928092 0.11859149 0.08674721 0.06814941 0.05510431],[0.09731827 0.08510557 0.0777014  0.05391681 0.0441235  0.03446184],[0.00611718 0.01453157 0.01578768 0.01398763 0.01330097 0.01239847],[0.15119601 0.09964379 0.02510241 0.01884278 0.01072494 0.00824401],[0.25463146 0.19928092 0.11859149 0.08674721 0.06814941 0.05510431],[0.09731827 0.08510557 0.0777014  0.05391681 0.0441235  0.03446184],[0.00611718 0.01453157 0.01578768 0.01398763 0.01330097 0.01239847],[0.15119601 0.09964379 0.02510241 0.01884278 0.01072494 0.00824401]
2042,[0.17973209 0.12173993 0.08804457 0.06969852 0.05599866 0.0467398 ],[0.09267904 0.07547059 0.05925627 0.04467783 0.03592653 0.02876329],[0.00600577 0.01100497 0.0103817  0.01001637 0.00918344 0.00868121],[0.08104728 0.03526436 0.0184066  0.01500432 0.01088869 0.00929531],[0.17973209 0.12173993 0.08804457 0.06969852 0.05599866 0.0467398 ],[0.09267904 0.07547059 0.05925627 0.04467783 0.03592653 0.02876329],[0.00600577 0.01100497 0.0103817  0.01001637 0.00918344 0.00868121],[0.08104728 0.03526436 0.0184066  0.01500432 0.01088869 0.00929531]
2043,[0.15780449 0.13368917 0.13333484 0.07922997 0.05678459 0.04697616],[0.0991236  0.07473762 0.05850653 0.04631677 0.0389113  0.02981906],[0.00607833 0.00868687 0.00783824 0.00773386 0.00717591 0.00680931],[0.05260256 0.05026468 0.06699007 0.02517934 0.01069738 0.01034779],[0.15780449 0.13368917 0.13333484 0.07922997 0.05678459 0.04697616],[0.0991236  0.07473762 0.05850653 0.04631677 0.0389113  0.02981906],[0.00607833 0.00868687 0.00783824 0.00773386 0.00717591 0.00680931],[0.05260256 0.05026468 0.06699007 0.02517934 0.01069738 0.01034779]
2044,[0.15750555 0.19041626 0.112452   0.08814139 0.06932441 0.04773933],[0.07944931 0.07313523 0.06656248 0.05024607 0.03835346 0.02971041],[0.00638747 0.00900102 0.0181386  0.01265959 0.01081862 0.00868039],[0.07166878 0.10828001 0.02775092 0.02523573 0.02015233 0.00934853],[0.15750555 0.19041626 0.112452   0.08814139 0.06932441 0.04773933],[0.07944931 0.07313523 0.06656248 0.05024607 0.03835346 0.02971041],[0.00638747 0.00900102 0.0181386  0.01265959 0.01081862 0.00868039],[0.07166878 0.10828001 0.02775092 0.02523573 0.02015233 0.00934853]
